order_id,date,customer,region,category,product,quantity,unit_price,total,status
ORD0062,2025-08-17,周丽,华南,服装鞋帽,衬衫,15,1299.66,19494.9,配送中
ORD0063,2025-09-06,周丽女士,西北,运动户外,帐篷,9,2202.16,19819.44,已完成
ORD0064,2025-06-13,赵敏先生,华中,办公文具,签字笔,5,758.4,3792.0,待发货
ORD0065,2025-08-01,林雪女士,华东,家居用品,水杯,18,2332.29,41981.22,已完成
ORD0066,2025-10-27,吴鑫女士,华东,运动户外,瑜伽垫,19,1905.0,36195.0,待支付
ORD0067,2025-08-03,胡涛女士,华中,办公文具,订书机,16,1101.01,17616.16,已完成
ORD0068,2025-07-27,胡涛,西南,运动户外,篮球,15,4598.11,68971.65,已完成
ORD0069,2025-10-16,杨磊先生,华南,运动户外,瑜伽垫,3,3215.53,9646.59,配送中
ORD0070,2025-05-14,胡涛女士,华北,家居用品,水杯,7,2276.22,15933.54,配送中
ORD0071,2025-08-04,朱红先生,西南,食品饮料,饼干,16,101.82,1629.12,已完成
ORD0072,2025-02-05,梁平先生,华南,运动户外,瑜伽垫,1,4748.31,4748.31,配送中
ORD0073,2025-05-03,周丽女士,华南,服装鞋帽,衬衫,4,2822.03,11288.12,已完成
ORD0074,2025-03-27,吴鑫,华东,办公文具,签字笔,6,4823.78,28942.68,待发货
ORD0075,2025-07-12,刘洋,东北,家居用品,毛巾,3,2962.53,8887.59,待发货
ORD0076,2025-06-04,朱红先生,华北,运动户外,跳绳,19,3914.26,74370.94,已完成
ORD0077,2025-09-17,林雪女士,东北,运动户外,水壶,1,4248.63,4248.63,已完成
ORD0078,2025-11-22,周丽,西南,家居用品,收纳盒,14,884.8,12387.2,待支付
ORD0079,2025-10-03,黄强先生,西南,家居用品,衣架,14,4129.54,57813.56,已完成
ORD0080,2025-05-23,张伟女士,西北,家居用品,毛巾,15,2851.4,42771.0,已完成
ORD0081,2025-06-16,梁平,华北,服装鞋帽,衬衫,7,1777.35,12441.45,已完成
ORD0082,2025-05-22,林雪女士,华东,办公文具,笔记本,17,4740.57,80589.69,已完成
ORD0083,2025-10-12,黄强女士,华东,服装鞋帽,衬衫,16,2243.63,35898.08,已完成
ORD0084,2025-05-05,徐明女士,华北,食品饮料,坚果,16,2769.6,44313.6,已完成
ORD0085,2025-06-30,赵敏女士,华南,运动户外,护膝,9,1536.58,13829.22,已完成
ORD0086,2025-03-03,高洁,华中,运动户外,篮球,7,1085.84,7600.88,已完成
ORD0087,2025-11-02,张伟,华北,食品饮料,饼干,7,1484.75,10393.25,已完成
ORD0088,2025-10-01,陈静,西南,服装鞋帽,帽子,2,4871.6,9743.2,已完成
ORD0089,2025-09-09,杨磊先生,华中,电子产品,手机,19,1425.27,27080.13,已完成
ORD0090,2025-05-10,王芳先生,华东,家居用品,抱枕,3,2006.53,6019.59,待发货
ORD0091,2025-03-18,林雪,华东,办公文具,胶带,3,4969.62,14908.86,待发货
ORD0092,2025-11-02,高洁女士,华中,办公文具,订书机,17,1904.99,32384.83,已完成
ORD0093,2025-06-06,赵敏,华东,办公文具,笔记本,20,4800.74,96014.8,待支付
ORD0094,2025-04-19,张伟女士,西南,食品饮料,饼干,6,1203.13,7218.78,已完成
ORD0095,2025-08-19,何勇先生,华北,运动户外,护膝,10,168.04,1680.4,已取消
ORD0096,2025-04-30,周丽先生,华南,食品饮料,茶叶,14,578.31,8096.34,待发货
ORD0097,2025-02-06,吴鑫女士,东北,电子产品,耳机,10,2977.24,29772.4,待发货
ORD0098,2025-03-05,何勇先生,西南,家居用品,拖鞋,13,4713.67,61277.71,已完成
ORD0099,2025-11-03,高洁,华东,电子产品,鼠标,11,3020.55,33226.05,已完成
ORD0100,2025-01-11,孙艳,东北,运动户外,背包,19,205.96,3913.24,已完成
